단어,URL,설명
조천도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247880/MOV000260986_700X466.mp4,인조 2년(1624) 인조의 즉위를 알리기 위해 명나라에 파견된 이덕형 일행이 바닷길을 통해 다녀온 행로를 그린 25점의 그림입니다. 그림의 끝부분에 바닷길로 중국에 가는 사신들이 참고하도록 만들었다는 이덕형의 글이 있습니다. 명‧청 교체기에 바닷길을 통한 대명 교류의 일면을 볼 수 있는 자료입니다.
현자총통,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247881/MOV000260988_700X466.mp4,"임진왜란 당시 임진산성(경기도 용인시 수지구 소재)에서 실제로 사용했던 총통(화포)입니다. 임진산성은 임진왜란 초기 조선군과 일본군이 격전을 벌였던 곳입니다. 이것은 불씨를 손으로 점화·발사하는 유통식 화포로 총신은 대나무 마디 형태입니다. 총통은 크기, 화약의 양, 발사 거리에 따라 천자총통·지자총통·현자총통·황자총통으로 구분됩니다. 현자총통은 그 가운데 세 번째에 해당하며, 발사 거리가 최대 1,500보(약 2.3km)에 달했다고 합니다."
만력기묘명 승자총통,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247882/MOV000260990_700X466.mp4,"승자총통은 조선 시대에 사용한 휴대용 화기입니다. 만력기묘명 승자총통은 선조 12년(1579) 전라좌수사와 경상병사를 지낸 김지가 개발한 청동제 소형 화기로 손잡이에 총 이름, 무게, 제작 연도, 제작자의 이름 등이 새겨져 있습니다. 현존하는 승자총통 중 가장 오래된 만력기묘명 승자총통은 발사구에 화살 대신 탄환을 장착할 수 있게 만들어 파괴력을 높였습니다. 이순신 장군은 이 승자총통을 변형한 무기를 만들어 임진왜란 당시 활발하게 사용했다고 합니다."
조선통신사 행렬도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247883/MOV000260992_700X466.mp4,영조 24년(1748) 제10차 통신사 일행이 해상 여행의 종착지인 교토 남쪽의 요도성에 내려 행진하는 모습을 그린 것입니다. 정사 홍계희 등 총 475명으로 구성된 통신사는 도쿠가와 바쿠후의 제9대 쇼군인 도쿠가와 이에시게의 쇼군 취임을 축하하기 위해 파견되었습니다. 이 행렬도는 당시 요도번에서 조선통신사의 접대 업무를 맡았던 와타나베 모리아리가 기록한 『조선인래빙기朝鮮人來聘記』의 부록에 실렸던 그림을 모사한 것으로 보입니다.
사도세자 묘지명,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247884/MOV000260997_700X466.mp4,아버지 영조에 의해 뒤주에 갇혀 목숨을 잃게 된 사도세자의 묘지명입니다. 이것은 영조가 죽은 아들을 위해 직접 지은 것으로 “아비로 하여금 만고에 없이 자식을 죽이는 일을 하게 했다”는 영조의 깊은 탄식과 변명이 적혀 있습니다.
조일수호조규약(강화도조약),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438953/MOV000353880_700X466.mp4,"1876년 2월 조선과 일본 사이에 체결된 조약문이다. ‘강화도조약’ ‘병자수호조약’ 등으로 불린다. 조약은 총 12개조로 이루어졌다. 중요한 내용은 3가지로, 제1조에서 조선을 자주국으로 정의하고 있는데, 이는 조선과 청나라의 전통적 관계를 약화시키려는 의도이다. 제5조에는 개항과 통상에 관한 내용으로 이에 따라 조선은 부산, 인천, 원산 세 곳에 개항장을 설치하였다. 제10조는 대표적인 불평등 조항으로 개항장에서의 일본인에 대한 치외법권을 인정하였다."
갑신정변과 김옥균,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438954/MOV000353881_700X466.mp4,"이 책은 민태원이 쓴 역사소설이다. 갑신정변의 개요와 김옥균의 활동상이 담겨 있는 작품이다. 갑신정변은 1884년 12월 4일 김옥균, 박영효, 서재필 등이 일으킨 정변이었으나 3일 만에 좌절되었다. 이에 김옥균, 박영효, 서재필 등은 일본으로 망명하였고, 국내에 남았던 수십 명의 개화파는 피살되었다. 이후 김옥균은 1894년 상해에서 암살당했다."
한성전차회사 광고지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438956/MOV000353883_700X466.mp4,"1899년 5월 4일 우리나라 최초로 운행을 시작한 전차 광고이다. 광고에는 전차 탑승법과 구간별 요금을 자세하게 안내하고 있다. 남녀와 신분의 구별 없이 모두 탑승 할 수 있고, 차표 없이 승차한 사람은 경찰에게 넘겨 벌금을 징수한다는 내용도 있다. 서울의 전차는 1898년 착공하여 1899년 5월 경희궁~청량리 구간이 개통되었다. 이후 1968년 11월 30일에 중지되기까지 서울의 전차는 70년 가까이 운행되었다."
독립신문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438958/MOV000353885_700X466.mp4,"독립신문은 1896년 4월 7일 서재필이 정부의 지원을 받아 창간한 최초의 순한글 신문이다. 국문판과 영문판 두 가지로 발행하였다. 이 신문은 정부가 하는 일을 백성에게 전하고, 백성의 정세를 정부에 알리며, 부정부패 탐관오리 등을 고발하는 역할을 하였다. 1897년 봄부터 정부정책과 외세의 내정간섭을 날카롭게 비판하자 신문사는 탄압을 받기 시작하여 결국 1899년 12월 폐간되었다."
독립협회 안내문과 보조금 영수증,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438960/MOV000353887_700X466.mp4,"1897년 1월 독립협회에서 조병식에게 보낸 안내문과 보조금 영수증이다. 안내문에는 독립협회의 설립 취지와 독립문 건립 등의 활동을 소개하며, 이를 위한 보조금 납부 당부와 납부방식을 자세히 소개하고 있다. 독립협회는 1896년 7월 한국 최초의 근대적 정치사회단체로 설립되었다. 설립 초기에는 자주독립과 충군애국을 표방하여 고종의 지원을 받았으나, 점차 정부정책에 비판적으로 변하면서 정부와의 관계가 멀어졌다. 또한 독립협회가 군주제 폐지와 공화제 실시를 요구할 것을 두려워한 고종은 1898년 말 독립협회를 해산하였다."
대한제국 애국가,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438965/MOV000353892_700X466.mp4,"1902년 대한제국의 군악대 지휘자로 초빙된 독일인 프란츠 에케르트가 작곡한 ‘대한제국 애국가’의 악보이다. 악보는 500부를 제작하여 세계 각국에 보낸 것으로 알려져 있으며, 현재 국내에는 대한민국역사박물관 소장본과 개인 소장본 각 1개의 원본만 전해진다. 특히 대한민국역사박물관 소장 악보는 표지에 윤치호의 도장이 찍혀있는 것을 볼 때 그가 소장했던 것으로 추정된다."
정순왕후가상존호도감의궤,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247885/MOV000260999_700X466.mp4,"의궤는 ‘의식의 모범이 되는 책’이라는 뜻으로, 왕실, 국가의 의식과 행사 과정을 기록한 책입니다. 의궤를 비롯한 왕실의 중요한 자료들은 정조가 강화도에 설치한 도서관인 외규장각에 보관되어 있었으나 1866년 병인양요 때 대부분 불에 타 없어졌습니다. 그 중에서 297책의 의궤는 프랑스군이 가져갔다가 145년 만인 2011년에 우리나라로 돌아왔습니다. 외규장각의궤는 고급 종이에 정성껏 글을 쓰고 천연 안료로 곱게 그림을 그린 뒤 고급 비단으로 표지를 만들고 놋쇠물림을 사용하여 묶었습니다. 우리나라에 돌아온 외규장각의궤는 대부분 왕이 보기 위한 것으로 당대 최고의 도서 수준과 예술적 품격을 보여주며, 특히 국내외에 한 점밖에 없는 유일본이 상당수 포함되어 더욱 중요합니다."
재주정리자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247886/MOV000261001_700X466.mp4,정리자整理字는 정조 19년(1795) 『정리의궤整理儀軌』를 찍기 위해 만든 활자입니다. 글씨체는 청나라 때 만든 사전인 『강희자전』을 바탕으로 했습니다. 철종 8년(1857) 활자를 보관해 두었던 주자소의 화재로 정리자가 불타버리자 이듬해 다시 정리자를 만들었습니다.
"화성성역의궤
(정리자로 인쇄본)",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247887/MOV000261003_700X466.mp4,"정리자로 찍은 『화성성역의궤』는 화성을 축성한 뒤 설계도, 투입 인원, 재정, 조직 등의 내용을 담아 간행한 종합 보고서입니다. 화성에 설치된 각 시설물과 축성 기계들의 설계도를 비롯하여 전국에서 동원된 석수·목수·미장이 같은 장인들을 직종별·지역별로 분류하여 수록했으며, 장인들의 이름, 일한 곳과 날짜, 노임에 대한 정보도 담겨 있습니다."
자하 신위가 쓴 당나라 사공도의 시,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247985/MOV000261253_700X466.mp4,"신위(‘자하’는 그의 호입니다)는 서예, 시, 그림에 뛰어난 조선 후기의 문인입니다. 신위는 글씨도 잘 썼지만 묵죽화를 잘 그린 화가로도 유명합니다. 신위는 1812년 사신으로 청나라에 갔을 때 만난 당대의 대학자 옹방강에게 많은 영향을 받았습니다. 두툼하고 단아하며 부드러운 옹방강의 필치에 영향을 받은 신위의 글씨는 좀 더 획의 굵기에 변화가 있고 여유로운 느낌입니다. 전시되어 있는 병풍에 쓴 시는 당나라 시인 사공도의 「이십사시품」 중 ‘전아(典雅: 법도에 맞아 고아함)’입니다."
묵소거사자찬,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247986/MOV000261255_700X466.mp4,"우리나라의 대표적인 서예가인 김정희는 모든 서체에 능했는데, 〈묵소거사자찬〉은 김정희가 쓴 해서 체 중에서 규범이 될 만한 대표작입니다. 김정희의 벗 김유근이 자신의 호를 ‘묵소거사’라고 지은 뜻을 설명하는 글을 김정희가 붉은 바탕의 냉금지(금박이 박힌 얇은 종이)에 행간과 자간을 맞추기 위해 줄을 친 뒤 단정하면서도 정중한 필치로 써내려갔습니다. ‘묵소거사’는 “침묵을 지켜야 할 때 지키고 웃어야 할 때 웃으며 사는 선비”라는 뜻입니다. 두루마리의 사방에 김유근의 인장이 찍혀 있습니다."
한나라 동경의 명문을 임서한 글,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247987/MOV000261257_700X466.mp4,"금석학자이기도 한 김정희는 옛 비석이나 물건에 새겨진 명문을 연구하여 자신의 서체를 확립하는 데 응용했습니다. 이 글씨는 중국 한나라 때의 구리거울(동경)에 새겨져 있는 글씨를 보고 쓴 것입니다. 김정희는 글씨의 근원을 예서에서 찾았는데, 파임이나 삐침이 분명한 동한의 예서보다는 전서의 형태를 지닌 서한의 예서를 더 높이 평가했습니다."
전동기와 발전기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441005/MOV000354047_700X466.mp4,"패러데이는 전류가 자기장을 만들었다면 자기장으로 전류가 흐르도록 할 수 없을까? 하는 생각을 하게 되었습니다. 처음 패러데이는 강한 자기장이 전류를 흐르도록 할 것으로 생각했지만 아무리 강한 자기장도 도선에 전류가 흐르게 하지는 못했습니다. 전류와 자기에 대한 실험을 시작한 지 10년이 되는 1831년 어느 날 패러데이는 두 개의 원형코일을 가까이 놓고 한쪽 코일에는 전지를 연결하고 다른 코일에는 전지에 연결하지 않은 채 실험을 하고 있었습니다. 그런데, 우연히 전기를 연결한 쪽의 전기를 켜거나 끄는 순간 전지를 연결하지 않은 코일에 전기가 유도되는 것을 발견하였습니다. 전기를 켜거나 끌 때, 자기장이 생기거나 없어지는데, 즉, 자기장이 변할 때, 전기가 유도된다는 사실을 발견하고, 이를 응용해 유도코일에 자석을 넣었다 빼는 방식으로 전동기와 발전기를 만들었습니다. "
용수철 파동,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441006/MOV000354049_700X466.mp4,"파동은 한 점에서 생긴 진동이 주위로 퍼져나가는 것을 말합니다. 호수에 돌을 하나 던지면 물결이 일면서 둥글게 퍼져나가는 것과 같은 원리입니다. 파동은 장애물을 만나면 돌아가고, 파동과 파동이 만나면 서로 겹쳐져서 진폭이 커지거나 작아집니다. 이러한 파동으로 대표적인 것이 소리와 빛입니다. 용수철 파동 장치를 앞뒤로 밀었을 때 용수철이 움직이는 방향과 파동이 이동하는 방향은 같습니다. 이렇게 퍼져나가는 파동을 종파라고 합니다. 소리는 종파로 전달됩니다. 반면, 용수철 파동 장치를 좌우로 흔들었을 때, 용수철이 움직이는 방향과 파동이 이동하는 방향은 수직을 이룹니다. 이렇게 퍼져나가는 파동을 횡파라고 합니다. 빛은 횡파로 전달됩니다."
빛으로 거리 재기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441007/MOV000354051_700X466.mp4,"빛이 이동한 시간을 측정하여 거리를 잴 수 있습니다. 측정 대상에 레이저 빛을 보내 레이저가 반사되어 되돌아오는 시간을 측정합니다. 거리는 ‘시간×속도’이므로, 빛이 왕복한 시간을 2로 나누고 그 값에 빛의 속도를 곱하여 거리를 구하는 방식입니다. 빛으로 거리재기는 레이저 거리측정기 형태로 산업 현장이나, 군사, 스포츠 등 아주 다양한 분야에 두루 사용됩니다. 또, 달까지의 거리를 잴 때도 빛을 이용합니다. 달 표면에는 아폴로 탐사선을 타고 간 우주비행사들이 설치해 놓은 거울이 있어요. 이 거울에 레이저 빛을 보내 왕복 시간을 구하면 달까지의 거리를 잴 수 있습니다."
