NO,단어,URL
3441,윤활,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264455/MOV000270435_700X466.mp4
3442,윤활낭,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264456/MOV000270437_700X466.mp4
3443,윤활낭염,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264556/MOV000270440_700X466.mp4
3444,생전예수재,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276648/MOV000275429_700X466.mp4
3445,서방정토,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276650/MOV000275438_700X466.mp4
3446,석가모니불,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276651/MOV000275442_700X466.mp4
3447,석가여래,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276652/MOV000275444_700X466.mp4
3448,석굴암,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276653/MOV000275446_700X466.mp4
3449,선교,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276655/MOV000275453_700X466.mp4
3450,선근,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276656/MOV000275457_700X466.mp4
3451,선남선녀,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276657/MOV000275460_700X466.mp4
3452,선방,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276660/MOV000275471_700X466.mp4
3453,선어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276762/MOV000275482_700X466.mp4
3454,선업,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276763/MOV000275485_700X466.mp4
3455,선인선과,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276766/MOV000275495_700X466.mp4
3456,선정바라밀,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276768/MOV000275502_700X466.mp4
3457,선조,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276769/MOV000275506_700X466.mp4
3458,설산수도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276773/MOV000275521_700X466.mp4
3459,섭수,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276875/MOV000275534_700X466.mp4
3460,섭심,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276876/MOV000275538_700X466.mp4
3461,성도절,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276879/MOV000275550_700X466.mp4
3462,성자필쇠,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276882/MOV000275563_700X466.mp4
3463,성지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276883/MOV000275567_700X466.mp4
3464,성지순례,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276884/MOV000275570_700X466.mp4
3465,세존,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276986/MOV000275583_700X466.mp4
3466,속세,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276989/MOV000275593_700X466.mp4
3467,쇳송,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276990/MOV000275596_700X466.mp4
3468,수륙재,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276995/MOV000275609_700X466.mp4
3469,수면,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276996/MOV000275613_700X466.mp4
3470,수유,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/276999/MOV000275624_700X466.mp4
3471,수인,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277099/MOV000275628_700X466.mp4
3472,수자상,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277102/MOV000275638_700X466.mp4
3473,수행문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277105/MOV000275648_700X466.mp4
3474,숙명통,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277107/MOV000275654_700X466.mp4
3475,숙업,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277108/MOV000275659_700X466.mp4
3476,순석,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277111/MOV000275668_700X466.mp4
3477,순수,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277112/MOV000275671_700X466.mp4
3478,스님,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277214/MOV000275682_700X466.mp4
3479,습생,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277216/MOV000275688_700X466.mp4
3480,승,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277218/MOV000275696_700X466.mp4
3481,승,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277220/MOV000275700_700X466.mp4
3482,승가,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277221/MOV000275703_700X466.mp4
3483,승계,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277222/MOV000275706_700X466.mp4
3484,승녀,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277224/MOV000275713_700X466.mp4
3485,승당,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277325/MOV000275720_700X466.mp4
3486,승방,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277327/MOV000275727_700X466.mp4
3487,시무외인,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277330/MOV000275738_700X466.mp4
3488,시방세계,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277331/MOV000275743_700X466.mp4
3489,시방제불,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277332/MOV000275746_700X466.mp4
3490,시주,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277334/MOV000275752_700X466.mp4
3491,식욕,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277336/MOV000275756_700X466.mp4
3492,신심,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277338/MOV000275763_700X466.mp4
3493,신장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277439/MOV000275769_700X466.mp4
3494,신장단,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277440/MOV000275772_700X466.mp4
3495,신통,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277443/MOV000275783_700X466.mp4
3496,실상,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277444/MOV000275786_700X466.mp4
3497,십바라밀,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277447/MOV000275797_700X466.mp4
3498,십우도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277449/MOV000275804_700X466.mp4
3499,십이연기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277450/MOV000275808_700X466.mp4
3500,십이인연,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277451/MOV000275812_700X466.mp4
3501,쌍림열반,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277552/MOV000275826_700X466.mp4
3502,아견,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277554/MOV000275834_700X466.mp4
3503,아귀,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277555/MOV000275838_700X466.mp4
3504,아귀도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277556/MOV000275841_700X466.mp4
3505,괴수,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284190/MOV000280616_700X466.mp4
3506,교독,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284191/MOV000280619_700X466.mp4
3507,교독문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284192/MOV000280622_700X466.mp4
3508,교법사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284194/MOV000280628_700X466.mp4
3509,교역,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284195/MOV000280632_700X466.mp4
3510,교직,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284199/MOV000280644_700X466.mp4
3511,교회,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284201/MOV000280651_700X466.mp4
3512,교회력,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284203/MOV000280657_700X466.mp4
3513,교회법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284204/MOV000280662_700X466.mp4
3514,교회연합운동,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284206/MOV000280670_700X466.mp4
3515,교회일치운동,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284207/MOV000280675_700X466.mp4
3516,교회학교,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284208/MOV000280680_700X466.mp4
3517,구레네,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284211/MOV000280691_700X466.mp4
3518,구세군,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284214/MOV000280701_700X466.mp4
3519,구세군대한본영,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284215/MOV000280704_700X466.mp4
3520,구세군만국본영,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284216/MOV000280709_700X466.mp4
3521,구세주,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284218/MOV000280719_700X466.mp4
3522,구속사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284220/MOV000280726_700X466.mp4
3523,구약시대,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284223/MOV000280738_700X466.mp4
3524,구약학,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284224/MOV000280742_700X466.mp4
3525,구원론,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284229/MOV000280758_700X466.mp4
3526,국교회,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284233/MOV000280772_700X466.mp4
3527,궁창,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284234/MOV000280776_700X466.mp4
3528,권능,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284237/MOV000280786_700X466.mp4
3529,권면,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284238/MOV000280789_700X466.mp4
3530,권위,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284242/MOV000280801_700X466.mp4
3531,권찰,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284245/MOV000280811_700X466.mp4
3532,규례,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284247/MOV000280816_700X466.mp4
3533,규빗,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284248/MOV000280819_700X466.mp4
3534,그레데,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284249/MOV000280822_700X466.mp4
3535,그리스도교,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284254/MOV000280838_700X466.mp4
3536,그리스도 단성설,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284256/MOV000280847_700X466.mp4
3537,그리스도 양성설,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284258/MOV000280857_700X466.mp4
3538,그리심산,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284260/MOV000280867_700X466.mp4
3539,근친상간,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284262/MOV000280871_700X466.mp4
3540,금송아지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284265/MOV000280884_700X466.mp4
3541,기근,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284268/MOV000280896_700X466.mp4
3542,기독가현설,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284270/MOV000280903_700X466.mp4
3543,기독교사회주의,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284274/MOV000280921_700X466.mp4
3544,기독교순례,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284275/MOV000280925_700X466.mp4
3545,기독론,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284277/MOV000280934_700X466.mp4
3546,기독학,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284279/MOV000280943_700X466.mp4
3547,기름부음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284281/MOV000280950_700X466.mp4
3548,기사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284282/MOV000280953_700X466.mp4
3549,기업,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284283/MOV000280956_700X466.mp4
3550,길갈,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284287/MOV000280966_700X466.mp4
3551,길보아,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284290/MOV000280973_700X466.mp4
3552,꼴,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284291/MOV000280975_700X466.mp4
3553,나단,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284295/MOV000280985_700X466.mp4
3554,나사렛,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284296/MOV000280987_700X466.mp4
3555,나사렛 사람,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284297/MOV000280989_700X466.mp4
3556,나사로,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284300/MOV000280998_700X466.mp4
3557,나사로,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284301/MOV000281000_700X466.mp4
3558,가사 소송법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248514/MOV000261902_700X466.mp4
3559,가석방,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248519/MOV000261907_700X466.mp4
3560,가정 법원,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248521/MOV000261913_700X466.mp4
3561,가처분,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248522/MOV000261917_700X466.mp4
3562,간접 증거,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248525/MOV000261925_700X466.mp4
3563,간접 책임,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248526/MOV000261929_700X466.mp4
3564,감정,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248532/MOV000261947_700X466.mp4
3565,감형,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248632/MOV000261950_700X466.mp4
3566,강력범,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248637/MOV000261964_700X466.mp4
3567,강제 추행죄,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248641/MOV000261974_700X466.mp4
3568,거부권,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248643/MOV000261981_700X466.mp4
3569,거짓말 탐지기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248644/MOV000261984_700X466.mp4
3570,검찰,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248745/MOV000261991_700X466.mp4
3571,경매,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248746/MOV000261994_700X466.mp4
3572,경합범,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248748/MOV000261999_700X466.mp4
3573,고발,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248750/MOV000262006_700X466.mp4
3574,고의,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248754/MOV000262019_700X466.mp4
3575,고지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248755/MOV000262022_700X466.mp4
3576,공무집행 방해죄,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248758/MOV000262031_700X466.mp4
3577,공소권,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/347162/MOV000302251_700X466.mp4
3578,공용물,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/347168/MOV000302262_700X466.mp4
3579,공유,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248865/MOV000262063_700X466.mp4
3580,공유,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248866/MOV000262066_700X466.mp4
3581,공인 노무사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248867/MOV000262068_700X466.mp4
3582,공증,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248869/MOV000262078_700X466.mp4
3583,공판 법원,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248971/MOV000262088_700X466.mp4
3584,공판 심리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248972/MOV000262092_700X466.mp4
3585,과료,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248973/MOV000262095_700X466.mp4
3586,과태료,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248976/MOV000262105_700X466.mp4
3587,관습법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248977/MOV000262108_700X466.mp4
3588,교도소,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248979/MOV000262113_700X466.mp4
3589,교부,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248980/MOV000262116_700X466.mp4
3590,구금,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248983/MOV000262124_700X466.mp4
3591,구속 영장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/249084/MOV000262129_700X466.mp4
3592,구형,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/249085/MOV000262134_700X466.mp4
3593,규칙,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/249092/MOV000262160_700X466.mp4
3594,근보증,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/249094/MOV000262168_700X466.mp4
3595,금치산,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/249097/MOV000262183_700X466.mp4
3596,기대권,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/249199/MOV000262194_700X466.mp4
3597,기득권,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/249200/MOV000262198_700X466.mp4
3598,기피,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/249204/MOV000262213_700X466.mp4
3599,내용 증명 우편,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/249207/MOV000262221_700X466.mp4
3600,단독 정범,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/249310/MOV000262230_700X466.mp4
3601,담보,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252803/MOV000265448_700X466.mp4
3602,당사자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252806/MOV000265457_700X466.mp4
3603,대법원,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252808/MOV000265463_700X466.mp4
3604,대위,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252809/MOV000265467_700X466.mp4
3605,대위 변제,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252810/MOV000265470_700X466.mp4
3606,등기필증,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252815/MOV000265485_700X466.mp4
3607,음경,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264558/MOV000270449_700X466.mp4
3608,음낭,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264559/MOV000270451_700X466.mp4
3609,음문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264561/MOV000270457_700X466.mp4
3610,음주광,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264563/MOV000270462_700X466.mp4
3611,음주측정기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264564/MOV000270466_700X466.mp4
3612,음핵,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264565/MOV000270470_700X466.mp4
3613,의사 지시서,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264670/MOV000270486_700X466.mp4
3614,의상 도착증 환자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264671/MOV000270491_700X466.mp4
3615,이경,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264678/MOV000270516_700X466.mp4
3616,이뇨제,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264681/MOV000270529_700X466.mp4
3617,이명,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264682/MOV000270533_700X466.mp4
3618,이상하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264784/MOV000270550_700X466.mp4
3619,이어몰드,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264786/MOV000270555_700X466.mp4
3620,이어폰,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264787/MOV000270558_700X466.mp4
3621,이완,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264788/MOV000270560_700X466.mp4
3622,이완제,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264789/MOV000270563_700X466.mp4
3623,인공수정,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264793/MOV000270577_700X466.mp4
3624,인공와우,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264794/MOV000270581_700X466.mp4
3625,인슐린,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264896/MOV000270593_700X466.mp4
3626,인체 면역 결핍 바이러스,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264897/MOV000270597_700X466.mp4
3627,인턴,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264898/MOV000270601_700X466.mp4
3628,일광 화상,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264901/MOV000270614_700X466.mp4
3629,일반 약품,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264903/MOV000270623_700X466.mp4
3630,일반 진료,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264904/MOV000270626_700X466.mp4
3631,일인용 병실,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264906/MOV000270634_700X466.mp4
3632,임질,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/264908/MOV000270641_700X466.mp4
3633,입원실,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265014/MOV000270662_700X466.mp4
3634,자격이 있다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265018/MOV000270676_700X466.mp4
3635,자궁,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265019/MOV000270679_700X466.mp4
3636,자궁내 장치,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265021/MOV000270686_700X466.mp4
3637,자기공명 영상,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265125/MOV000270705_700X466.mp4
3638,자창,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265132/MOV000270726_700X466.mp4
3639,자폐성장애,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265133/MOV000270730_700X466.mp4
3640,잠복,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265234/MOV000270739_700X466.mp4
3641,잠복기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265235/MOV000270741_700X466.mp4
3642,-장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265237/MOV000270746_700X466.mp4
3643,장루‧요루장애,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265239/MOV000270750_700X466.mp4
3644,재골절,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265244/MOV000270764_700X466.mp4
3645,저체온증,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265348/MOV000270780_700X466.mp4
3646,저혈당증,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265350/MOV000270787_700X466.mp4
3647,적합성,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265353/MOV000270799_700X466.mp4
3648,적혈구,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265354/MOV000270802_700X466.mp4
3649,전립선,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265356/MOV000270809_700X466.mp4
3650,전신마취,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265359/MOV000270817_700X466.mp4
3651,아귀지옥,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277557/MOV000275845_700X466.mp4
3652,아난다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277559/MOV000275852_700X466.mp4
3653,아난존자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277560/MOV000275856_700X466.mp4
3654,아미타,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277562/MOV000275865_700X466.mp4
3655,아미타불,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277563/MOV000275867_700X466.mp4
3656,아비규환,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277564/MOV000275870_700X466.mp4
3657,아비지옥,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277664/MOV000275874_700X466.mp4
3658,아수라,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277666/MOV000275883_700X466.mp4
3659,아집,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277669/MOV000275894_700X466.mp4
3660,악견,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277670/MOV000275898_700X466.mp4
3661,안거,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277673/MOV000275908_700X466.mp4
3662,암자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277674/MOV000275911_700X466.mp4
3663,애별리고,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277675/MOV000275915_700X466.mp4
3664,애집,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277777/MOV000275926_700X466.mp4
3665,약사여래,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277780/MOV000275935_700X466.mp4
3666,양족존,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277783/MOV000275944_700X466.mp4
3667,업경대,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277786/MOV000275952_700X466.mp4
3668,업보,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277787/MOV000275956_700X466.mp4
3669,여법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277790/MOV000275966_700X466.mp4
3670,여시아문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277892/MOV000275975_700X466.mp4
3671,연각,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277894/MOV000275981_700X466.mp4
3672,연기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277896/MOV000275990_700X466.mp4
3673,연기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277897/MOV000275995_700X466.mp4
3674,연화세계,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277902/MOV000276011_700X466.mp4
3675,열반,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277903/MOV000276014_700X466.mp4
3676,염라대왕,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278008/MOV000276034_700X466.mp4
3677,염라지옥,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278009/MOV000276038_700X466.mp4
3678,염불삼매,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/278011/MOV000276044_700X466.mp4
