NO,단어,URL
13490,춥다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628264/MOV000259166_700X466.mp4
13491,축복,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/284048/MOV000280147_700X466.mp4
13492,장교,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005750/MOV000359828_700X466.mp4
13493,군교,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005750/MOV000359828_700X466.mp4
13494,장난,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735706/MOV000258634_700X466.mp4
13495,새우다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009699/MOV000360009_700X466.mp4
13496,철야,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009699/MOV000360009_700X466.mp4
13497,밤샘,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009699/MOV000360009_700X466.mp4
13498,밤새우다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009699/MOV000360009_700X466.mp4
13499,선택,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632316/MOV000253681_700X466.mp4
13500,뽑다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632316/MOV000253681_700X466.mp4
13501,선발,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632316/MOV000253681_700X466.mp4
13502,선출,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632316/MOV000253681_700X466.mp4
13503,택하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632316/MOV000253681_700X466.mp4
13504,손,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632321/MOV000254829_700X466.mp4
13505,맨손,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632321/MOV000254829_700X466.mp4
13506,수단,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040278/MOV000360680_700X466.mp4
13507,당사자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252806/MOV000265457_700X466.mp4
13508,본인,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252806/MOV000265457_700X466.mp4
13509,재료,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632329/MOV000259059_700X466.mp4
13510,중얼거리다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732677/MOV000257800_700X466.mp4
13511,매출액,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041810/MOV000360868_700X466.mp4
13512,매표소,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732983/MOV000241313_700X466.mp4
13513,꼬다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043197/MOV000361089_700X466.mp4
13514,고장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732867/MOV000262970_700X466.mp4
13515,꺾다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732867/MOV000262970_700X466.mp4
13516,부러지다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732867/MOV000262970_700X466.mp4
13517,고집,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735066/MOV000250391_700X466.mp4
13518,고추장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733279/MOV000250395_700X466.mp4
13519,국민,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731404/MOV000250415_700X466.mp4
13520,백성,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731404/MOV000250415_700X466.mp4
13521,가면,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041844/MOV000360899_700X466.mp4
13522,탈,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041844/MOV000360899_700X466.mp4
13523,결정,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630108/MOV000249664_700X466.mp4
13524,정하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630108/MOV000249664_700X466.mp4
13525,경고,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785454/MOV000357110_700X466.mp4
13526,경력,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042428/MOV000360973_700X466.mp4
13527,이력,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042428/MOV000360973_700X466.mp4
13528,거세다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625149/MOV000248980_700X466.mp4
13529,맹렬하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625149/MOV000248980_700X466.mp4
13530,진하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625149/MOV000248980_700X466.mp4
13531,힘차다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625149/MOV000248980_700X466.mp4
13532,데이트,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627330/MOV000252040_700X466.mp4
13533,마침,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733647/MOV000252074_700X466.mp4
13534,딱 맞다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733647/MOV000252074_700X466.mp4
13535,알맞다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733647/MOV000252074_700X466.mp4
13536,마케도니아,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040131/MOV000360609_700X466.mp4
13537,미군,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732637/MOV000251006_700X466.mp4
13538,미국군,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732637/MOV000251006_700X466.mp4
13539,상식,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733317/MOV000254805_700X466.mp4
13540,심호흡,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
13541,호흡,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
13542,공기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
13543,냄새,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
13544,대기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
13545,목숨,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
13546,생명,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
13547,수,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
13548,수명,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
13549,숨,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
13550,숨결,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
13551,숨쉬다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734969/MOV000255384_700X466.mp4
13552,작다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628678/MOV000255952_700X466.mp4
13553,다소,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628678/MOV000255952_700X466.mp4
13554,약간,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628678/MOV000255952_700X466.mp4
13555,조금,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628678/MOV000255952_700X466.mp4
13556,약소하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628678/MOV000255952_700X466.mp4
13557,자그마하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628678/MOV000255952_700X466.mp4
13558,적다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628678/MOV000255952_700X466.mp4
13559,조그마하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628678/MOV000255952_700X466.mp4
13560,아래,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624344/MOV000255958_700X466.mp4
13561,이하,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624344/MOV000255958_700X466.mp4
13562,후배,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624344/MOV000255958_700X466.mp4
13563,하류,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624344/MOV000255958_700X466.mp4
13564,하,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624344/MOV000255958_700X466.mp4
13565,밑,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624344/MOV000255958_700X466.mp4
13566,세월,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733318/MOV000254264_700X466.mp4
13567,반찬,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628700/MOV000254280_700X466.mp4
13568,오십,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009734/MOV000360031_700X466.mp4
13569,쉰,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009734/MOV000360031_700X466.mp4
13570,거인,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041831/MOV000360887_700X466.mp4
13571,돌아서다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733642/MOV000260248_700X466.mp4
13572,갈다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733642/MOV000260248_700X466.mp4
13573,교체하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733642/MOV000260248_700X466.mp4
13574,대체하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733642/MOV000260248_700X466.mp4
13575,양,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735707/MOV000257042_700X466.mp4
13576,우루과이,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042278/MOV000360938_700X466.mp4
13577,우산,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632244/MOV000255031_700X466.mp4
13578,우수,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735748/MOV000255037_700X466.mp4
13579,훌륭하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735748/MOV000255037_700X466.mp4
13580,아시아,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785495/MOV000357141_700X466.mp4
13581,승천,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/283672/MOV000278884_700X466.mp4
13582,결과,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630093/MOV000249534_700X466.mp4
13583,결말,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630093/MOV000249534_700X466.mp4
13584,마지막,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630093/MOV000249534_700X466.mp4
13585,최종,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630093/MOV000249534_700X466.mp4
13586,최후,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630093/MOV000249534_700X466.mp4
13587,결국,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630093/MOV000249534_700X466.mp4
13588,드디어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630093/MOV000249534_700X466.mp4
13589,마침내,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630093/MOV000249534_700X466.mp4
13590,결백,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627230/MOV000249542_700X466.mp4
13591,깔끔하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627230/MOV000249542_700X466.mp4
13592,깨끗하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627230/MOV000249542_700X466.mp4
13593,말끔하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627230/MOV000249542_700X466.mp4
13594,산뜻하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627230/MOV000249542_700X466.mp4
13595,소박하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627230/MOV000249542_700X466.mp4
13596,순결,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627230/MOV000249542_700X466.mp4
13597,순수,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627230/MOV000249542_700X466.mp4
13598,정결,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627230/MOV000249542_700X466.mp4
13599,청결,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627230/MOV000249542_700X466.mp4
13600,결석,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627599/MOV000249544_700X466.mp4
13601,결의,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733460/MOV000249552_700X466.mp4
13602,결심,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733460/MOV000249552_700X466.mp4
13603,괴짜,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785434/MOV000357090_700X466.mp4
13604,탑골공원,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221020/1042798/MOV000361042_700X466.mp4
13605,수상하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004859/MOV000359731_700X466.mp4
13606,겹치다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735024/MOV000260214_700X466.mp4
13607,갈증,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626596/MOV000250353_700X466.mp4
13608,목마르다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626596/MOV000250353_700X466.mp4
13609,목이 타다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626596/MOV000250353_700X466.mp4
13610,고속버스,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733272/MOV000250369_700X466.mp4
13611,기독교,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221012/1038768/MOV000360232_700X466.mp4
13612,예수교,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221012/1038768/MOV000360232_700X466.mp4
13613,기둥,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734938/MOV000249610_700X466.mp4
13614,가르다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631950/MOV000249630_700X466.mp4
13615,나누다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631950/MOV000249630_700X466.mp4
13616,구별,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631950/MOV000249630_700X466.mp4
13617,구분,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631950/MOV000249630_700X466.mp4
13618,분류,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631950/MOV000249630_700X466.mp4
13619,분별,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631950/MOV000249630_700X466.mp4
13620,분할,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631950/MOV000249630_700X466.mp4
13621,유별,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631950/MOV000249630_700X466.mp4
13622,탁구,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785144/MOV000356994_700X466.mp4
13623,핑퐁,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785144/MOV000356994_700X466.mp4
13624,나비넥타이,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733720/MOV000248924_700X466.mp4
13625,나서다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732203/MOV000248930_700X466.mp4
13626,선두,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732203/MOV000248930_700X466.mp4
13627,앞서다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732203/MOV000248930_700X466.mp4
13628,앞장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732203/MOV000248930_700X466.mp4
13629,앞장서다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732203/MOV000248930_700X466.mp4
13630,나이지리아,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221020/1042791/MOV000361035_700X466.mp4
13631,경주,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042421/MOV000360968_700X466.mp4
13632,경주시,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042421/MOV000360968_700X466.mp4
13633,회장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200813/728911/MOV000248176_700X466.mp4
13634,사장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200813/728911/MOV000248176_700X466.mp4
13635,삼,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629459/MOV000254637_700X466.mp4
13636,인삼,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629459/MOV000254637_700X466.mp4
13637,아까,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628329/MOV000255830_700X466.mp4
13638,전,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628329/MOV000255830_700X466.mp4
13639,전에,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628329/MOV000255830_700X466.mp4
13640,이전,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628329/MOV000255830_700X466.mp4
13641,식빵,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627689/MOV000256871_700X466.mp4
13642,일치,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735753/MOV000255065_700X466.mp4
13643,대응,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735753/MOV000255065_700X466.mp4
13644,맞추다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735753/MOV000255065_700X466.mp4
13645,육군,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733331/MOV000256052_700X466.mp4
13646,십이월,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632956/MOV000255405_700X466.mp4
13647,십일월,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630981/MOV000255409_700X466.mp4
13648,알,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630112/MOV000256439_700X466.mp4
13649,계란,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630112/MOV000256439_700X466.mp4
13650,달걀,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630112/MOV000256439_700X466.mp4
13651,알다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626557/MOV000256441_700X466.mp4
13652,혹시,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733492/MOV000237715_700X466.mp4
13653,혹,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733492/MOV000237715_700X466.mp4
13654,혹여,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733492/MOV000237715_700X466.mp4
13655,화가,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615454/MOV000237769_700X466.mp4
13656,화백,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615454/MOV000237769_700X466.mp4
13657,목욕탕,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764401/MOV000251826_700X466.mp4
13658,벨기에,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047293/MOV000361198_700X466.mp4
13659,성당,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732407/MOV000253960_700X466.mp4
13660,성악가,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042272/MOV000360932_700X466.mp4
13661,바로,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734978/MOV000253990_700X466.mp4
13662,신용카드,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733476/MOV000257167_700X466.mp4
13663,양식,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629528/MOV000257187_700X466.mp4
13664,시비,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732390/MOV000256564_700X466.mp4
13665,전라남도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042424/MOV000360971_700X466.mp4
13666,전남,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042424/MOV000360971_700X466.mp4
13667,고민,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632086/MOV000250243_700X466.mp4
13668,고백,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251746/MOV000264194_700X466.mp4
13669,고해,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251746/MOV000264194_700X466.mp4
13670,교과서,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004930/MOV000359743_700X466.mp4
13671,교본,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004930/MOV000359743_700X466.mp4
13672,초문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785199/MOV000357027_700X466.mp4
13673,금시초문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785199/MOV000357027_700X466.mp4
13674,대결,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731400/MOV000251445_700X466.mp4
13675,대립,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731400/MOV000251445_700X466.mp4
13676,대답,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631861/MOV000251459_700X466.mp4
13677,답,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631861/MOV000251459_700X466.mp4
13678,대리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200812/728262/MOV000251469_700X466.mp4
13679,대신,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200812/728262/MOV000251469_700X466.mp4
13680,대치,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200812/728262/MOV000251469_700X466.mp4
13681,대체,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200812/728262/MOV000251469_700X466.mp4
13682,전환,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200812/728262/MOV000251469_700X466.mp4
13683,바꾸다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200812/728262/MOV000251469_700X466.mp4
13684,다물다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1039916/MOV000360463_700X466.mp4
13685,가지다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627578/MOV000250042_700X466.mp4
13686,갖다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627578/MOV000250042_700X466.mp4
13687,지니다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627578/MOV000250042_700X466.mp4
13688,취하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627578/MOV000250042_700X466.mp4
13689,소유하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627578/MOV000250042_700X466.mp4
13690,소지하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627578/MOV000250042_700X466.mp4
13691,가치,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734913/MOV000250048_700X466.mp4
13692,광화문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632053/MOV000256437_700X466.mp4
13693,우물,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632053/MOV000256437_700X466.mp4
13694,직접,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733426/MOV000258549_700X466.mp4
13695,콧방귀,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735602/MOV000242252_700X466.mp4
13696,화나다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615455/MOV000237775_700X466.mp4
13697,노여움,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615455/MOV000237775_700X466.mp4
13698,노엽다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615455/MOV000237775_700X466.mp4
13699,노하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615455/MOV000237775_700X466.mp4
13700,성나다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615455/MOV000237775_700X466.mp4
13701,성내다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615455/MOV000237775_700X466.mp4
13702,화내다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615455/MOV000237775_700X466.mp4
13703,적색,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009574/MOV000359928_700X466.mp4
13704,붉은색,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009574/MOV000359928_700X466.mp4
13705,빨간색,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009574/MOV000359928_700X466.mp4
13706,중화요리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732884/MOV000238073_700X466.mp4
13707,청요리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732884/MOV000238073_700X466.mp4
13708,지배인,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047232/MOV000361189_700X466.mp4
13709,(입을)닫다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735726/MOV000241944_700X466.mp4
13710,달아오르다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735764/MOV000241946_700X466.mp4
13711,말씀,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735724/MOV000241289_700X466.mp4
13712,말없다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735400/MOV000241291_700X466.mp4
13713,묵묵하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735400/MOV000241291_700X466.mp4
13714,침묵,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735400/MOV000241291_700X466.mp4
13715,함구,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735400/MOV000241291_700X466.mp4
13716,승려,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277326/MOV000275724_700X466.mp4
13717,스님,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/277326/MOV000275724_700X466.mp4
13718,금메달,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785148/MOV000356997_700X466.mp4
13719,금연,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732372/MOV000249322_700X466.mp4
13720,환불,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003117/MOV000359576_700X466.mp4
13721,환급,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003117/MOV000359576_700X466.mp4
13722,등기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727779/MOV000260180_700X466.mp4
13723,ㄹ 리 없다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735472/MOV000241009_700X466.mp4
13724,공장장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043255/MOV000361109_700X466.mp4
13725,제법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005877/MOV000359879_700X466.mp4
13726,주년,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221024/1044071/MOV000361137_700X466.mp4
13727,애국자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005077/MOV000359805_700X466.mp4
13728,약자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043191/MOV000361083_700X466.mp4
13729,복지 시설,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003309/MOV000359607_700X466.mp4
